Date,Demand,Spot_Price,Solar_Generation,Network_Charge,Retailer_Charges
1/01/2022 0:00,105.16,11.03655467,0.905,0.7098,20.37
1/01/2022 0:30,100.88,10.35565833,0.894,0.7098,20.37
1/01/2022 1:00,88.58,8.855358,0.698,0.7098,20.37
1/01/2022 1:30,81.24,8.110907333,0.6,0.7098,20.37
1/01/2022 2:00,79.54,7.844621333,0.757,0.7098,20.37
1/01/2022 2:30,79.22,9.046159667,0.57,0.7098,20.37
1/01/2022 3:00,78.14,7.955848667,0.406,0.7098,20.37
1/01/2022 3:30,75.56,4.727105333,0.502,0.7098,20.37
1/01/2022 4:00,78.38,6.094396167,0.535,0.7098,20.37
1/01/2022 4:30,78.86,4.816466167,0.673,0.7098,20.37
1/01/2022 5:00,82.38,4.658806833,0.688,0.7098,20.37
1/01/2022 5:30,116.04,2.839892,0.261,0.7098,20.37
1/01/2022 6:00,120.9,2.219432167,0.218,0.7098,20.37
1/01/2022 6:30,114.86,1.0973305,0.297,0.7098,20.37
1/01/2022 7:00,111.88,1.553947833,0.111,0.7098,20.37
1/01/2022 7:30,113.12,2.093859833,0.065,0.7098,20.37
1/01/2022 8:00,129.62,1.886380833,0.095,0.7098,20.37
1/01/2022 8:30,151.1,2.218296,0.033,0.7098,20.37
1/01/2022 9:00,122.76,3.437585,0.014,0.7098,20.37
1/01/2022 9:30,104.92,1.775888167,0,0.7098,20.37
1/01/2022 10:00,94.06,2.149543667,0,0.7098,20.37
1/01/2022 10:30,104.2,4.8295475,0,0.7098,20.37
1/01/2022 11:00,98.68,6.759849667,0,0.7098,20.37
1/01/2022 11:30,119.86,6.995274167,0,0.7098,20.37
1/01/2022 12:00,142.76,8.364221,0,0.7098,20.37
1/01/2022 12:30,145.64,7.437971167,0,0.7098,20.37
1/01/2022 13:00,152.9,7.740966667,0,0.7098,20.37
1/01/2022 13:30,157.68,9.062488833,0,0.7098,20.37
1/01/2022 14:00,157.72,8.9242375,0,0.7098,20.37
1/01/2022 14:30,155.7,8.404052,0,0.7098,20.37
1/01/2022 15:00,154.26,10.110194,0,0.7098,20.37
1/01/2022 15:30,156.24,11.19786733,0,0.7098,20.37
1/01/2022 16:00,149.08,7.289069333,0,0.7098,20.37
1/01/2022 16:30,147,6.9564475,0,0.7098,20.37
1/01/2022 17:00,149.76,7.050489167,0,0.7098,20.37
1/01/2022 17:30,144.46,7.4829965,0,0.7098,20.37
1/01/2022 18:00,148.76,9.995802833,0,0.7098,20.37
1/01/2022 18:30,152.02,8.612373333,0,0.7098,20.37
1/01/2022 19:00,148.52,9.745217,0.004,0.7098,20.37
1/01/2022 19:30,135.68,10.3848405,0.029,0.7098,20.37
1/01/2022 20:00,114.16,9.395887667,0.099,0.7098,20.37
1/01/2022 20:30,99.14,9.296694333,0.08,0.7098,20.37
1/01/2022 21:00,92.34,8.534616667,0.205,0.7098,20.37
1/01/2022 21:30,102.36,8.06551,0.456,0.7098,20.37
1/01/2022 22:00,89.22,9.095113,0.57,0.7098,20.37
1/01/2022 22:30,82.06,6.713913667,0.666,0.7098,20.37
1/01/2022 23:00,78.02,7.552996833,0.754,0.7098,20.37
1/01/2022 23:30,75.9,9.1016985,0.833,0.7098,20.37
2/01/2022 0:00,99.16,8.370843833,0.9,0.7098,20.37
2/01/2022 0:30,102.24,8.751014,0.955,0.7098,20.37
2/01/2022 1:00,89.46,10.48147083,0.997,0.7098,20.37
2/01/2022 1:30,87.5,8.899860667,1.001,0.7098,20.37
2/01/2022 2:00,87.74,8.533280667,1.031,0.7098,20.37
2/01/2022 2:30,82.54,9.386615167,0.885,0.7098,20.37
2/01/2022 3:00,81.7,9.7494025,0.796,0.7098,20.37
2/01/2022 3:30,81.46,9.709738167,0.84,0.7098,20.37
2/01/2022 4:00,88,8.490815667,0.766,0.7098,20.37
2/01/2022 4:30,92.88,7.767955,0.845,0.7098,20.37
2/01/2022 5:00,96.08,9.724283333,0.742,0.7098,20.37
2/01/2022 5:30,126.62,6.849584667,0.715,0.7098,20.37
2/01/2022 6:00,126.46,5.713918333,0.624,0.7098,20.37
2/01/2022 6:30,111.22,4.122201167,0.419,0.7098,20.37
2/01/2022 7:00,118.3,3.802113667,0.333,0.7098,20.37
2/01/2022 7:30,127.2,1.918679667,0.312,0.7098,20.37
2/01/2022 8:00,131.7,3.073723833,0.209,0.7098,20.37
2/01/2022 8:30,153.84,2.594450667,0.114,0.7098,20.37
2/01/2022 9:00,146.92,1.773690667,0.043,0.7098,20.37
2/01/2022 9:30,143.5,1.807377,0.004,0.7098,20.37
2/01/2022 10:00,141.6,2.049798833,0,0.7098,20.37
2/01/2022 10:30,143.62,2.903959,0,0.7098,20.37
2/01/2022 11:00,151.2,2.272678833,0,0.7098,20.37
2/01/2022 11:30,149.82,2.4655035,0,0.7098,20.37
2/01/2022 12:00,149.72,1.775995333,0,0.7098,20.37
2/01/2022 12:30,156.24,2.170417167,0,0.7098,20.37
2/01/2022 13:00,159.72,0.566444167,0,0.7098,20.37
2/01/2022 13:30,159.84,1.288991167,0,0.7098,20.37
2/01/2022 14:00,158.84,-1.105423833,0,0.7098,20.37
2/01/2022 14:30,158.44,0.947336167,0,0.7098,20.37
2/01/2022 15:00,163.6,1.783326,0,0.7098,20.37
2/01/2022 15:30,168.14,1.804257667,0,0.7098,20.37
2/01/2022 16:00,170.76,1.464236667,0,0.7098,20.37
2/01/2022 16:30,162.6,2.515849333,0,0.7098,20.37
2/01/2022 17:00,163.72,5.514006,0,0.7098,20.37
2/01/2022 17:30,167.2,4.921571667,0,0.7098,20.37
2/01/2022 18:00,153.86,6.000489333,0,0.7098,20.37
2/01/2022 18:30,155.94,4.8253695,0,0.7098,20.37
2/01/2022 19:00,153.1,4.6841705,0.014,0.7098,20.37
2/01/2022 19:30,136.2,3.754256333,0.057,0.7098,20.37
2/01/2022 20:00,131.16,6.073234333,0.164,0.7098,20.37
2/01/2022 20:30,132.2,4.314757,0.253,0.7098,20.37
2/01/2022 21:00,124.28,4.777985833,0.358,0.7098,20.37
2/01/2022 21:30,109.36,1.629757333,0.483,0.7098,20.37
2/01/2022 22:00,100.48,1.070419,0.588,0.7098,20.37
2/01/2022 22:30,100.62,2.076244167,0.687,0.7098,20.37
2/01/2022 23:00,106.26,5.748610333,0.777,0.7098,20.37
2/01/2022 23:30,100.32,5.844733,0.857,0.7098,20.37
3/01/2022 0:00,99.16,3.504775833,0.924,0.7098,20.37
3/01/2022 0:30,102.24,5.198970333,0.981,0.7098,20.37
3/01/2022 1:00,89.46,3.979678333,1.026,0.7098,20.37
3/01/2022 1:30,87.5,3.495,1.056,0.7098,20.37
3/01/2022 2:00,87.74,3.495001167,1.068,0.7098,20.37
3/01/2022 2:30,82.54,2.4193275,1.044,0.7098,20.37
3/01/2022 3:00,81.7,3.599827333,1.054,0.7098,20.37
3/01/2022 3:30,81.46,2.754833333,1.026,0.7098,20.37
3/01/2022 4:00,88,4.4042485,0.9,0.7098,20.37
3/01/2022 4:30,92.88,5.077952833,0.737,0.7098,20.37
3/01/2022 5:00,96.08,4.214293333,0.745,0.7098,20.37
3/01/2022 5:30,126.62,4.6829915,0.614,0.7098,20.37
3/01/2022 6:00,126.46,2.240914333,0.607,0.7098,20.37
3/01/2022 6:30,111.22,-0.2445,0.529,0.7098,20.37
3/01/2022 7:00,118.3,-1.788482833,0.456,1.0806,38.71
3/01/2022 7:30,127.2,-3.105701667,0.324,1.0806,38.71
3/01/2022 8:00,131.7,-3.787874333,0.189,1.0806,38.71
3/01/2022 8:30,153.84,-4.192868,0.075,1.0806,38.71
3/01/2022 9:00,146.92,-4.045835,0.033,1.0806,38.71
3/01/2022 9:30,143.5,-4.681436333,0.004,1.0806,38.71
3/01/2022 10:00,141.6,-4.557944,0,1.0806,38.71
3/01/2022 10:30,143.62,-4.1262435,0,1.0806,38.71
3/01/2022 11:00,151.2,-3.683666667,0,1.0806,38.71
3/01/2022 11:30,149.82,-3.932309833,0,1.0806,38.71
3/01/2022 12:00,149.72,-3.999998667,0,1.0806,38.71
3/01/2022 12:30,156.24,-4,0,1.0806,38.71
3/01/2022 13:00,159.72,-4,0,1.0806,38.71
3/01/2022 13:30,159.84,-4,0,1.0806,38.71
3/01/2022 14:00,158.84,-3.931023167,0,4.5138,38.71
3/01/2022 14:30,158.44,-3.897069833,0,4.5138,38.71
3/01/2022 15:00,163.6,-3.878830667,0,4.5138,38.71
3/01/2022 15:30,168.14,-3.791830667,0,4.5138,38.71
3/01/2022 16:00,170.76,-3.451669167,0,4.5138,38.71
3/01/2022 16:30,162.6,-2.667115,0,4.5138,38.71
3/01/2022 17:00,163.72,-1.446793167,0,4.5138,38.71
3/01/2022 17:30,167.2,0.555425,0,4.5138,38.71
3/01/2022 18:00,153.86,0.895,0,4.5138,38.71
3/01/2022 18:30,155.94,1.805666667,0,4.5138,38.71
3/01/2022 19:00,153.1,2.894297667,0.003,4.5138,20.37
3/01/2022 19:30,136.2,1.918,0.028,4.5138,20.37
3/01/2022 20:00,131.16,1.940833333,0.109,1.0806,20.37
3/01/2022 20:30,132.2,2.203593667,0.143,1.0806,20.37
3/01/2022 21:00,124.28,1.918,0.101,1.0806,20.37
3/01/2022 21:30,109.36,1.965996667,0.162,1.0806,20.37
3/01/2022 22:00,100.48,1.907153167,0.19,0.7098,20.37
3/01/2022 22:30,100.62,3.197369,0.14,0.7098,20.37
3/01/2022 23:00,106.26,4.7879915,0.101,0.7098,20.37
3/01/2022 23:30,100.32,3.018272,0.129,0.7098,20.37
4/01/2022 0:00,73.78,1.7475,0.073,0.7098,20.37
4/01/2022 0:30,74.1,1.918166667,0.078,0.7098,20.37
4/01/2022 1:00,73.32,1.924103667,0.052,0.7098,20.37
4/01/2022 1:30,70.74,1.918503,0.061,0.7098,20.37
4/01/2022 2:00,74.62,1.7475,0.032,0.7098,20.37
4/01/2022 2:30,73.16,1.918,0.112,0.7098,20.37
4/01/2022 3:00,71.88,1.751833333,0.204,0.7098,20.37
4/01/2022 3:30,69.54,1.082833333,0.115,0.7098,20.37
4/01/2022 4:00,78.82,0.908502667,0.112,0.7098,20.37
4/01/2022 4:30,79.28,1.752,0.134,0.7098,20.37
4/01/2022 5:00,88.56,2.042666,0.103,0.7098,20.37
4/01/2022 5:30,108.1,2.343172833,0.17,0.7098,20.37
4/01/2022 6:00,98.34,1.221605,0.141,0.7098,20.37
4/01/2022 6:30,106.14,-0.250288,0.084,0.7098,20.37
4/01/2022 7:00,106.32,0.073459333,0.146,1.0806,38.71
4/01/2022 7:30,114.52,0.079158167,0.041,1.0806,38.71
4/01/2022 8:00,115.26,0.724294667,0.054,1.0806,38.71
4/01/2022 8:30,109.86,0.761374333,0.015,1.0806,38.71
4/01/2022 9:00,123.36,0.899330667,0.018,1.0806,38.71
4/01/2022 9:30,118.64,0.8526405,0.002,1.0806,38.71
4/01/2022 10:00,123.66,0.980172667,0,1.0806,38.71
4/01/2022 10:30,151.1,1.000806,0,1.0806,38.71
4/01/2022 11:00,137.84,0.381602,0,1.0806,38.71
4/01/2022 11:30,133.68,0.748711,0,1.0806,38.71
4/01/2022 12:00,137.74,0.6144865,0,1.0806,38.71
4/01/2022 12:30,152.24,0.170596,0,1.0806,38.71
4/01/2022 13:00,144.22,-0.195683,0,1.0806,38.71
4/01/2022 13:30,147.4,-0.0189795,0,1.0806,38.71
4/01/2022 14:00,147.34,-0.377947167,0,4.5138,38.71
4/01/2022 14:30,159.94,-0.332723333,0,4.5138,38.71
4/01/2022 15:00,154.2,-0.469686667,0,4.5138,38.71
4/01/2022 15:30,153.7,-3.166456667,0,4.5138,38.71
4/01/2022 16:00,151.52,-1.4446995,0,4.5138,38.71
4/01/2022 16:30,147.22,0.065247,0,4.5138,38.71
4/01/2022 17:00,148.82,0.3592195,0,4.5138,38.71
4/01/2022 17:30,148.1,0.895,0,4.5138,38.71
4/01/2022 18:00,132.22,0.750168333,0,4.5138,38.71
4/01/2022 18:30,123.82,4.298310167,0,4.5138,38.71
4/01/2022 19:00,111.9,3.655106,0.001,4.5138,20.37
4/01/2022 19:30,108,5.2691415,0.013,4.5138,20.37
4/01/2022 20:00,107.14,6.246850333,0.014,1.0806,20.37
4/01/2022 20:30,108.8,5.015924167,0.033,1.0806,20.37
4/01/2022 21:00,114.34,1.698331,0.067,1.0806,20.37
4/01/2022 21:30,102.28,1.240343833,0.06,1.0806,20.37
4/01/2022 22:00,88.34,1.915520333,0.063,0.7098,20.37
4/01/2022 22:30,91.28,2.139837667,0.072,0.7098,20.37
4/01/2022 23:00,89.88,4.101810667,0.069,0.7098,20.37
4/01/2022 23:30,83.34,2.970684833,0.146,0.7098,20.37
5/01/2022 0:00,82.6,1.918,0.208,0.7098,20.37
5/01/2022 0:30,84.94,1.918,0.196,0.7098,20.37
5/01/2022 1:00,83.22,1.7914425,0.264,0.7098,20.37
5/01/2022 1:30,79.14,1.4066655,0.146,0.7098,20.37
5/01/2022 2:00,77.34,1.236,0.097,0.7098,20.37
5/01/2022 2:30,81.18,1.543789,0.093,0.7098,20.37
5/01/2022 3:00,79.68,1.746134667,0.287,0.7098,20.37
5/01/2022 3:30,79.88,1.6362385,0.398,0.7098,20.37
5/01/2022 4:00,74.1,1.918004,0.42,0.7098,20.37
5/01/2022 4:30,75.82,2.059837167,0.431,0.7098,20.37
5/01/2022 5:00,104.08,2.83939,0.152,0.7098,20.37
5/01/2022 5:30,118.2,2.757855,0.032,0.7098,20.37
5/01/2022 6:00,111.72,3.139238833,0.09,0.7098,20.37
5/01/2022 6:30,114.84,2.432495667,0.025,0.7098,20.37
5/01/2022 7:00,113.44,-0.8148195,0.021,1.0806,38.71
5/01/2022 7:30,127.18,0.017721,0.016,1.0806,38.71
5/01/2022 8:00,122.32,0.718287167,0.007,1.0806,38.71
5/01/2022 8:30,130.02,0.4713215,0.012,1.0806,38.71
5/01/2022 9:00,134.34,0.953666333,0.007,1.0806,38.71
5/01/2022 9:30,140.42,1.057009667,0,1.0806,38.71
5/01/2022 10:00,139.02,1.081645333,0,1.0806,38.71
5/01/2022 10:30,138.66,0.785113833,0,1.0806,38.71
5/01/2022 11:00,139.3,0.653675333,0,1.0806,38.71
5/01/2022 11:30,142.56,0.609062667,0,1.0806,38.71
5/01/2022 12:00,149.86,0.652495167,0,1.0806,38.71
5/01/2022 12:30,150.76,0.936162333,0,1.0806,38.71
5/01/2022 13:00,148.04,-0.271476333,0,1.0806,38.71
5/01/2022 13:30,146.18,-2.171480167,0,1.0806,38.71
5/01/2022 14:00,154.34,-2.426160667,0,4.5138,38.71
5/01/2022 14:30,149.62,-1.484120333,0,4.5138,38.71
5/01/2022 15:00,131.62,-2.835652167,0,4.5138,38.71
5/01/2022 15:30,147.84,-0.3162455,0,4.5138,38.71
5/01/2022 16:00,149.32,1.0544975,0,4.5138,38.71
5/01/2022 16:30,154.04,3.073506,0,4.5138,38.71
5/01/2022 17:00,146.72,4.470847333,0,4.5138,38.71
5/01/2022 17:30,133.48,4.3348195,0,4.5138,38.71
5/01/2022 18:00,139.46,5.645101833,0,4.5138,38.71
5/01/2022 18:30,141.28,4.702124167,0,4.5138,38.71
5/01/2022 19:00,122.64,5.3613505,0.008,4.5138,20.37
5/01/2022 19:30,138.04,6.821567667,0.029,4.5138,20.37
5/01/2022 20:00,130.78,6.6205995,0.117,1.0806,20.37
5/01/2022 20:30,113.48,6.703578,0.195,1.0806,20.37
5/01/2022 21:00,116.34,6.717174333,0.13,1.0806,20.37
5/01/2022 21:30,129.36,6.169218167,0.27,1.0806,20.37
5/01/2022 22:00,117.02,5.841352833,0.483,0.7098,20.37
5/01/2022 22:30,123.46,7.6757035,0.559,0.7098,20.37
5/01/2022 23:00,123,6.792519,0.567,0.7098,20.37
5/01/2022 23:30,101.88,7.761943167,0.639,0.7098,20.37
6/01/2022 0:00,88.38,5.690486167,0.546,0.7098,20.37
6/01/2022 0:30,91.1,5.399290167,0.503,0.7098,20.37
6/01/2022 1:00,86.4,5.317266667,0.767,0.7098,20.37
6/01/2022 1:30,93,3.368293167,0.567,0.7098,20.37
6/01/2022 2:00,91.78,3.778747667,0.545,0.7098,20.37
6/01/2022 2:30,87.14,2.2605135,1.019,0.7098,20.37
6/01/2022 3:00,84.24,1.919,0.931,0.7098,20.37
6/01/2022 3:30,90.88,2.049999333,0.142,0.7098,20.37
6/01/2022 4:00,88.9,3.980173167,0.252,0.7098,20.37
6/01/2022 4:30,84.18,5.976009667,0.204,0.7098,20.37
6/01/2022 5:00,95.12,4.348881167,0.033,0.7098,20.37
6/01/2022 5:30,106.76,5.994747167,0.081,0.7098,20.37
6/01/2022 6:00,111.2,5.9180915,0.125,0.7098,20.37
6/01/2022 6:30,120.8,5.549830667,0.334,0.7098,20.37
6/01/2022 7:00,113.74,3.530617,0.299,1.0806,38.71
6/01/2022 7:30,112.62,-1.934088167,0.247,1.0806,38.71
6/01/2022 8:00,112.78,-0.481026,0.16,1.0806,38.71
6/01/2022 8:30,115.12,4.1040405,0.083,1.0806,38.71
6/01/2022 9:00,121.78,6.170053667,0.015,1.0806,38.71
6/01/2022 9:30,130,4.906402333,0.001,1.0806,38.71
6/01/2022 10:00,124.84,5.495741,0,1.0806,38.71
6/01/2022 10:30,134.64,5.248195333,0,1.0806,38.71
6/01/2022 11:00,120.06,0.580099167,0,1.0806,38.71
6/01/2022 11:30,124.18,1.1924665,0,1.0806,38.71
6/01/2022 12:00,131.14,1.791832833,0,1.0806,38.71
6/01/2022 12:30,135.4,2.8208195,0,1.0806,38.71
6/01/2022 13:00,129.84,3.668255833,0,1.0806,38.71
6/01/2022 13:30,125.9,1.825491667,0,1.0806,38.71
6/01/2022 14:00,128.96,2.068041167,0,4.5138,38.71
6/01/2022 14:30,130.7,1.078687833,0,4.5138,38.71
6/01/2022 15:00,123.72,1.322789,0,4.5138,38.71
6/01/2022 15:30,122.54,2.2094425,0,4.5138,38.71
6/01/2022 16:00,126.4,5.1121655,0,4.5138,38.71
6/01/2022 16:30,138.92,5.452290333,0,4.5138,38.71
6/01/2022 17:00,130.26,5.384608167,0,4.5138,38.71
6/01/2022 17:30,128,5.170858167,0,4.5138,38.71
6/01/2022 18:00,139.64,6.096757,0,4.5138,38.71
6/01/2022 18:30,134.62,5.735894833,0,4.5138,38.71
6/01/2022 19:00,128.94,6.223198833,0.009,4.5138,20.37
6/01/2022 19:30,122.44,6.185829667,0.066,4.5138,20.37
6/01/2022 20:00,106.66,5.632085,0.151,1.0806,20.37
6/01/2022 20:30,135.96,5.585492,0.246,1.0806,20.37
6/01/2022 21:00,110,5.52393,0.332,1.0806,20.37
6/01/2022 21:30,105.56,5.517391167,0.45,1.0806,20.37
6/01/2022 22:00,83.48,5.975775667,0.389,0.7098,20.37
6/01/2022 22:30,81.98,6.679964,0.198,0.7098,20.37
6/01/2022 23:00,83.8,6.755758,0.123,0.7098,20.37
6/01/2022 23:30,81.94,6.885222167,0.119,0.7098,20.37
7/01/2022 0:00,87,6.7045175,0.332,0.7098,20.37
7/01/2022 0:30,77.3,6.580185667,0.203,0.7098,20.37
7/01/2022 1:00,85.68,6.384666667,0.376,0.7098,20.37
7/01/2022 1:30,84.76,4.867984,0.219,0.7098,20.37
7/01/2022 2:00,85.98,4.421869,0.194,0.7098,20.37
7/01/2022 2:30,88.22,3.929730167,0.244,0.7098,20.37
7/01/2022 3:00,85.88,6.066490333,0.739,0.7098,20.37
7/01/2022 3:30,84.4,5.631895,0.154,0.7098,20.37
7/01/2022 4:00,87.4,5.7290895,0.124,0.7098,20.37
7/01/2022 4:30,83.3,6.472787,0.625,0.7098,20.37
7/01/2022 5:00,88.62,6.706783333,0.303,0.7098,20.37
7/01/2022 5:30,127.32,7.0270245,0.032,0.7098,20.37
7/01/2022 6:00,113.58,7.1116015,0.019,0.7098,20.37
7/01/2022 6:30,117.64,7.1688815,0.101,0.7098,20.37
7/01/2022 7:00,111.86,2.127006833,0.087,1.0806,38.71
7/01/2022 7:30,125.16,6.50537,0.159,1.0806,38.71
7/01/2022 8:00,132.44,10.64794467,0.101,1.0806,38.71
7/01/2022 8:30,139.46,9.668280333,0.05,1.0806,38.71
7/01/2022 9:00,142.54,7.3001185,0.021,1.0806,38.71
7/01/2022 9:30,146.64,5.7417355,0.003,1.0806,38.71
7/01/2022 10:00,133.7,1.87155,0,1.0806,38.71
7/01/2022 10:30,139.2,4.632633833,0,1.0806,38.71
7/01/2022 11:00,143.14,6.8289595,0,1.0806,38.71
7/01/2022 11:30,135.6,8.231864,0,1.0806,38.71
7/01/2022 12:00,136.1,6.754335167,0,1.0806,38.71
7/01/2022 12:30,133.44,5.053042833,0,1.0806,38.71
7/01/2022 13:00,133.46,5.327294333,0,1.0806,38.71
7/01/2022 13:30,140.28,2.3075,0,1.0806,38.71
7/01/2022 14:00,142.4,2.230165833,0,4.5138,38.71
7/01/2022 14:30,167.1,1.936825,0,4.5138,38.71
7/01/2022 15:00,161.94,2.049827667,0,4.5138,38.71
7/01/2022 15:30,163.38,1.747134167,0,4.5138,38.71
7/01/2022 16:00,162.5,2.8466335,0,4.5138,38.71
7/01/2022 16:30,146.66,4.508175667,0,4.5138,38.71
7/01/2022 17:00,140.42,3.982503167,0,4.5138,38.71
7/01/2022 17:30,138.46,2.115187667,0,4.5138,38.71
7/01/2022 18:00,135.52,2.159,0,4.5138,38.71
7/01/2022 18:30,142.9,2.701292667,0,4.5138,38.71
7/01/2022 19:00,122.58,1.994501333,0.006,4.5138,20.37
7/01/2022 19:30,134.1,5.105737333,0.028,4.5138,20.37
7/01/2022 20:00,111.72,5.301533667,0.059,1.0806,20.37
7/01/2022 20:30,112.24,4.350831167,0.102,1.0806,20.37
7/01/2022 21:00,98.76,6.656063,0.107,1.0806,20.37
7/01/2022 21:30,102.56,6.008063,0.119,1.0806,20.37
7/01/2022 22:00,105.88,3.666478667,0.149,0.7098,20.37
7/01/2022 22:30,112.5,2.6529515,0.199,0.7098,20.37
7/01/2022 23:00,100.1,6.293719667,0.23,0.7098,20.37
7/01/2022 23:30,82.1,7.023688,0.247,0.7098,20.37
8/01/2022 0:00,81.72,4.641445,0.327,0.7098,20.37
8/01/2022 0:30,83.64,4.132448,0.336,0.7098,20.37
8/01/2022 1:00,82.74,5.099431,0.29,0.7098,20.37
8/01/2022 1:30,80.6,2.377872333,0.243,0.7098,20.37
8/01/2022 2:00,80.98,3.215138833,0.211,0.7098,20.37
8/01/2022 2:30,81.7,2.402051833,0.415,0.7098,20.37
8/01/2022 3:00,76.3,2.234427333,0.626,0.7098,20.37
8/01/2022 3:30,78.96,3.116621833,0.748,0.7098,20.37
8/01/2022 4:00,79.18,3.185601667,0.657,0.7098,20.37
8/01/2022 4:30,81.52,6.3474235,0.612,0.7098,20.37
8/01/2022 5:00,87.72,6.477620167,0.725,0.7098,20.37
8/01/2022 5:30,109.88,7.012890667,0.562,0.7098,20.37
8/01/2022 6:00,127.3,6.1281225,0.541,0.7098,20.37
8/01/2022 6:30,125.26,5.0292745,0.501,0.7098,20.37
8/01/2022 7:00,126.1,3.061347,0.403,0.7098,20.37
8/01/2022 7:30,125.42,3.134039333,0.288,0.7098,20.37
8/01/2022 8:00,129.98,3.861323667,0.19,0.7098,20.37
8/01/2022 8:30,148.78,2.896693833,0.119,0.7098,20.37
8/01/2022 9:00,147.3,2.684995,0.049,0.7098,20.37
8/01/2022 9:30,143.18,2.382833,0.004,0.7098,20.37
8/01/2022 10:00,142.9,2.6475,0,0.7098,20.37
8/01/2022 10:30,135.64,2.852759167,0,0.7098,20.37
8/01/2022 11:00,144.26,1.677571833,0,0.7098,20.37
8/01/2022 11:30,140.7,-0.789093833,0,0.7098,20.37
8/01/2022 12:00,149.78,3.122436833,0,0.7098,20.37
8/01/2022 12:30,165.56,1.978959667,0,0.7098,20.37
8/01/2022 13:00,164.08,1.4302085,0,0.7098,20.37
8/01/2022 13:30,153.76,1.073342,0,0.7098,20.37
8/01/2022 14:00,151.92,0.586800167,0,0.7098,20.37
8/01/2022 14:30,146.2,0.9929785,0,0.7098,20.37
8/01/2022 15:00,144.5,0.406368167,0,0.7098,20.37
8/01/2022 15:30,163.72,1.00145,0,0.7098,20.37
8/01/2022 16:00,160.3,1.322278,0,0.7098,20.37
8/01/2022 16:30,179.38,1.7656005,0,0.7098,20.37
8/01/2022 17:00,171.2,0.381550167,0,0.7098,20.37
8/01/2022 17:30,170.6,1.6036255,0,0.7098,20.37
8/01/2022 18:00,161.92,6.689051,0,0.7098,20.37
8/01/2022 18:30,162.44,9.261321833,0,0.7098,20.37
8/01/2022 19:00,157.3,7.810491333,0.005,0.7098,20.37
8/01/2022 19:30,159.66,8.491190167,0.028,0.7098,20.37
8/01/2022 20:00,154.64,6.501,0.059,0.7098,20.37
8/01/2022 20:30,153.66,6.488102833,0.112,0.7098,20.37
8/01/2022 21:00,151.66,5.642001833,0.16,0.7098,20.37
8/01/2022 21:30,145.72,5.51778,0.191,0.7098,20.37
8/01/2022 22:00,128.88,5.988123,0.206,0.7098,20.37
8/01/2022 22:30,115.88,6.356496833,0.262,0.7098,20.37
8/01/2022 23:00,106.8,7.007198333,0.322,0.7098,20.37
8/01/2022 23:30,107.12,7.407852167,0.396,0.7098,20.37
9/01/2022 0:00,86.56,6.555932667,0.542,0.7098,20.37
9/01/2022 0:30,86.12,6.429955833,0.656,0.7098,20.37
9/01/2022 1:00,83.98,6.373263167,0.818,0.7098,20.37
9/01/2022 1:30,76.46,6.3255485,0.948,0.7098,20.37
9/01/2022 2:00,79.96,6.406895667,1.055,0.7098,20.37
9/01/2022 2:30,78.58,7.958694833,1.063,0.7098,20.37
9/01/2022 3:00,80.52,8.393018667,1.048,0.7098,20.37
9/01/2022 3:30,89.42,7.114174167,1.018,0.7098,20.37
9/01/2022 4:00,76.94,7.3503255,0.973,0.7098,20.37
9/01/2022 4:30,80.88,7.419581167,0.914,0.7098,20.37
9/01/2022 5:00,91,7.820638333,0.842,0.7098,20.37
9/01/2022 5:30,120.82,7.389562333,0.76,0.7098,20.37
9/01/2022 6:00,129.3,6.4024165,0.668,0.7098,20.37
9/01/2022 6:30,138,4.5870515,0.569,0.7098,20.37
9/01/2022 7:00,141.66,1.613167167,0.465,0.7098,20.37
9/01/2022 7:30,147.82,0.9036685,0.358,0.7098,20.37
9/01/2022 8:00,149.32,0.8109945,0.252,0.7098,20.37
9/01/2022 8:30,150.74,1.469168167,0.15,0.7098,20.37
9/01/2022 9:00,165.6,1.249,0.061,0.7098,20.37
9/01/2022 9:30,156.54,0.975252333,0.005,0.7098,20.37
9/01/2022 10:00,157.32,0.626155833,0,0.7098,20.37
9/01/2022 10:30,160.86,-0.393512167,0,0.7098,20.37
9/01/2022 11:00,163.96,-0.845975333,0,0.7098,20.37
9/01/2022 11:30,174.8,-2.996524333,0,0.7098,20.37
9/01/2022 12:00,166.56,-3.418028667,0,0.7098,20.37
9/01/2022 12:30,162.18,-2.0525395,0,0.7098,20.37
9/01/2022 13:00,175,-1.823588,0,0.7098,20.37
9/01/2022 13:30,162.88,-2.051995167,0,0.7098,20.37
9/01/2022 14:00,153.66,-1.110536667,0,0.7098,20.37
9/01/2022 14:30,161.96,-1.541671833,0,0.7098,20.37
9/01/2022 15:00,157.4,2.9944495,0,0.7098,20.37
9/01/2022 15:30,161.02,2.885168333,0,0.7098,20.37
9/01/2022 16:00,155.02,2.841103167,0,0.7098,20.37
9/01/2022 16:30,169.24,3.956530833,0,0.7098,20.37
9/01/2022 17:00,164.54,6.360178333,0,0.7098,20.37
9/01/2022 17:30,172.48,6.045043333,0,0.7098,20.37
9/01/2022 18:00,197.68,9.373195333,0,0.7098,20.37
9/01/2022 18:30,194.64,7.9348435,0,0.7098,20.37
9/01/2022 19:00,185.08,9.0498245,0.007,0.7098,20.37
